,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
2979,01-03-0118-46,01-633,GUATEMALA,SAN JOSE PINULA,LICEO COMERCIAL ENTRE VALLES,"8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTON EL MATAZANO, ZONA 4",35244494,MAYRA HORTENSIA RUSTRIAN ECUTE,RONALDO DE JESUS ALVIZURES CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2980,01-03-0119-46,01-405,GUATEMALA,SAN JOSE PINULA,LICEO COMERCIAL ENTRE VALLES,"8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTON EL MATAZANO, ZONA 4",35244494,BLANCA SARAI GUTIERREZ PINEDA,LIC. RONALDO DE JESUS ALVIZURES CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2981,01-03-0120-46,01-405,GUATEMALA,SAN JOSE PINULA,LICEO COMERCIAL ENTRE VALLES,"8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTON EL MATAZANO, ZONA 4",35244494,BLANCA SARAI GUTIERREZ PINEDA,ADOLFO DE JESUS CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2982,01-03-0121-46,01-506,GUATEMALA,SAN JOSE PINULA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. AVENIDA 1-39 ZONA 4,57752117,ADELA VANESSA CON SUMALE,LESVIA JUDITH TAGUA GUZMAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,
2983,01-03-0124-46,01-502,GUATEMALA,SAN JOSE PINULA,COLEGIO BILINGUE INTEGRIDAD ( INTEGRITY ),"KM.16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA",66371400,JULIA ENECON ROCA MORAN,MARIA VERONICA AUYON OCAMPO DE GALICIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA ORIENTE,
2984,01-03-0125-46,01-405,GUATEMALA,SAN JOSE PINULA,COLEGIO BILINGUE INTEGRIDAD ( INTEGRITY ),"KM.16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA",66371400,BLANCA SARAI GUTIERREZ PINEDA,MARIA VERONICA AUYON OCAMPO DE GALICIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA ORIENTE,
2985,01-03-0127-46,01-502,GUATEMALA,SAN JOSE PINULA,COLEGIO BILINGUE INTEGRIDAD ( INTEGRITY ),"KM.16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA",66371400,JULIA ENECON ROCA MORAN,MARIA VERONICA AUYON OCAMPO DE GALICIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,
2986,01-03-0128-46,01-502,GUATEMALA,SAN JOSE PINULA,COLEGIO BILINGUE INTEGRIDAD ( INTEGRITY ),"KM.16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA",66371400,JULIA ENECON ROCA MORAN,MARIA VERONICA AUYON OCAMPO DE GALICIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA ORIENTE,
2987,01-03-0129-46,01-405,GUATEMALA,SAN JOSE PINULA,"CENTRO EDUCATIVO "" EL PROGRESO""",5A. CALLE 2-50 ZONA 2 GUATEMALA,66348335,BLANCA SARAI GUTIERREZ PINEDA,OMAR ALEJANDRO ENRIQUE CIFUENTES SILVESTRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2988,01-03-0130-46,01-405,GUATEMALA,SAN JOSE PINULA,"CENTRO EDUCATIVO "" EL PROGRESO""",5A. CALLE 2-50 ZONA 2,66348335,BLANCA SARAI GUTIERREZ PINEDA,OMAR ALEJANDRO ENRIQUE CIFUENTES SILVESTRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2989,01-03-0132-46,01-405,GUATEMALA,SAN JOSE PINULA,"CENTRO EDUCATIVO "" EL PROGRESO """,5A. CALLE 2-50 ZONA 2 GUATEMALA,66348335,BLANCA SARAI GUTIERREZ PINEDA,OMAR ALEJANDRO ENRIQUE CIFUENTES SILVESTRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2990,01-03-0133-46,01-405,GUATEMALA,SAN JOSE PINULA,"CENTRO EDUCATIVO "" EL PROGRESO""",5A. CALLE 2-50 ZONA 2 GUATEMALA,66348335,BLANCA SARAI GUTIERREZ PINEDA,PEM. OMAR ALEJANDRO ENRIQUE CIFUENTES SILVESTRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2991,01-03-0135-46,01-405,GUATEMALA,SAN JOSE PINULA,COLEGIO INTEGRAL EBENEZER,2A. AVENIDA 4-34 CANTON MATAZANO ZONA 4,66617878,BLANCA SARAI GUTIERREZ PINEDA,MEPU Y PEM ARACELY NOHEMI CHAVEZ MERIDA DE RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2992,01-03-0136-46,01-405,GUATEMALA,SAN JOSE PINULA,COLEGIO INTEGRAL EBENEZER,2A. AVENIDA 4-34 CANTON MATAZANO ZONA 4,66617878,BLANCA SARAI GUTIERREZ PINEDA,MEPU Y PEM ARACELY NOHEMI CHAVEZ MERIDA DE RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
2993,01-03-0148-46,01-506,GUATEMALA,SAN JOSE PINULA,COLEGIO INTEGRAL EBENEZER,2DA. AV. 4-34 ZONA 4 CANTON EL MATAZANO,66617878,ADELA VANESSA CON SUMALE,MEPU Y PEM. MAYRA JUDITH MOLINA GALVEZ DE GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2994,01-03-0159-46,01-624,GUATEMALA,SAN JOSE PINULA,LICEO SANTANDER PINULA,9A. AVENIDA 5-30 ZONA 4 SAN JOSE PINULA GUATEMALA,31304993,ROSENDA CORINA SALAY ALBIZURES,LICENCIADO MANUEL DE JESUS ZEPEDA ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2995,01-03-0160-46,01-624,GUATEMALA,SAN JOSE PINULA,ESCUELA MIRINE,"SECTOR I LOTE 18K FINCA EL MORA, CARRETERA AL PLATANAR DEPARTAMENTO DE GUATEMALA",58389211,ROSENDA CORINA SALAY ALBIZURES,PEM ANABELLA MONZON DE PALENCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
2996,01-03-0165-46,01-506,GUATEMALA,SAN JOSE PINULA,NEWTON HOMESCHOOL,LOTE 33 MANZANA B SECTOR I CONDOMINO VALLE DE NAVARRA . GUATEMALA,40679218,ADELA VANESSA CON SUMALE,MARITZA ELIZABETH VASQUEZ GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA ORIENTE,
2997,01-03-0168-46,01-633,GUATEMALA,SAN JOSE PINULA,LICEO PINULTECO,4TA CALLE 4-24 ZONA 1 SAN JOSE PINULA GUATEMALA,66762098,MAYRA HORTENSIA RUSTRIAN ECUTE,MARIA LILIA ALTAN LEMUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA ORIENTE,
2998,01-03-0169-46,01-633,GUATEMALA,SAN JOSE PINULA,LICEO MIXTO PINULTECO,4 CALLE 4-24 ZONA 1 . GUATEMALA,66762098,MAYRA HORTENSIA RUSTRIAN ECUTE,MARIA LILIA ALTAN LEMUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA ORIENTE,
2999,01-03-7304-46,01-405,GUATEMALA,SAN JOSE PINULA,INSTITUTO MIXTO ONIL T NAM,5A. AVE. 1-49 ZONA 2,66343134,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
3000,01-03-7922-46,01-506,GUATEMALA,SAN JOSE PINULA,COLEGIO ESPANOL DE GUATEMALA 'PRINCIPE DE ASTURIAS',"KM 19.5 CARRETERA A SAN JOSE PINULA, VILLA LOS PINABETES",66451100,ADELA VANESSA CON SUMALE,LILLY ANNETTE CALDERON LOPEZ DE FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
3001,01-03-8224-46,01-405,GUATEMALA,SAN JOSE PINULA,INSTITUTO MIXTO NOCTURNO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADO 'BR. MIGUEL ANGEL CIFUENTES MENDEZ',5A. CALLE 3-22 ZONA 2,66348335,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
3002,01-03-8254-46,01-633,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO INTEGRAL EL SABER,2A. CALLE 1-40 ZONA 2,66343164,MAYRA HORTENSIA RUSTRIAN ECUTE,JUAN CAMO CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
3003,01-03-8513-46,01-405,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO INTEGRAL 'EL SABER',2A. CALLE 1-40 ZONA 2,66343164,BLANCA SARAI GUTIERREZ PINEDA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE,
3004,01-03-9181-46,01-506,GUATEMALA,SAN JOSE PINULA,COLEGIO EDUCARE JIREH,4A. AVENIDA 3-84 SECTOR HACIENDA NUEVA CAMPO ECOLOGICO,53060148,ADELA VANESSA CON SUMALE,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
3005,01-03-9506-46,01-624,GUATEMALA,SAN JOSE PINULA,COLEGIO MIXTO BILINGUE LA PRADERA,KM.19 CARRETERA A SAN JOSE PINULA,66379111,ROSENDA CORINA SALAY ALBIZURES,EVA JUDITH ZETINA PUGA DE TRUJILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,
3006,01-04-0003-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA NITO PALENCIA MAYEN,"4A. CALLE 3-02, ZONA 1",66416571,NANCY DEL ROSARIO RUANO JIMENEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3007,01-04-0008-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,INSTITUTO NACIONAL NITO PALENCIA MAYEN,4TA CALLE 3-02 ZONA 1,55135441,NANCY DEL ROSARIO RUANO JIMENEZ,CARLA SIOMARA BELTRAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3008,01-04-0009-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,INSTITUTO NACIONAL NITO PALENCIA MAYEN,4TA CALLE 3-02 ZONA 1,55135441,NANCY DEL ROSARIO RUANO JIMENEZ,CARLA SIOMARA BELTRAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3009,01-04-0017-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,"COLEGIO ""ALFA Y OMEGA""",MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,59630596,NANCY DEL ROSARIO RUANO JIMENEZ,FRANKLY NATANAEL FUENTES RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3010,01-04-0020-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,"COLEGIO ""ALFA Y OMEGA""",MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO,59630596,NANCY DEL ROSARIO RUANO JIMENEZ,FRANKLY NATANAEL FUENTES RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3011,01-04-0023-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,"COLEGIO ""ALFA Y OMEGA""",MANZANA 4 LOTE 31 LOTIFICACION JOYAS DEL GOLFO,59630596,NANCY DEL ROSARIO RUANO JIMENEZ,FRANKLY NATANAEL FUENTES RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3012,01-04-9816-46,01-113,GUATEMALA,SAN JOSE DEL GOLFO,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,,66416200,NANCY DEL ROSARIO RUANO JIMENEZ,,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3013,01-05-0003-46,01-107,GUATEMALA,PALENCIA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"CALLE REAL, CANTON RINCON DE LA PIEDRA",58602739,ISMAILIA ALVIZURIS COTTO,MYNOR ADIEL CARRILLO DIAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3014,01-05-0012-46,01-108,GUATEMALA,PALENCIA,"INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA DE ENSENANZA ""EL FISCAL""","AVENIDA PRINCIPAL, ALDEA EL FISCAL",22557300,PEDRO ADOLFO LUCERO ROSALES,SILVIA HAYDEE MORALES URZUA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3015,01-05-0038-46,01-107,GUATEMALA,PALENCIA,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,"0 AVENIDA 0-06, CANTON AGUA TIBIA",33198752,ISMAILIA ALVIZURIS COTTO,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3016,01-05-0042-46,01-108,GUATEMALA,PALENCIA,CENTRO EDUCATIVO FE Y ALEGRIA NO. 48,"SECTOR 3, LOTE 60, ALDEA PLAN GRANDE",47396396,PEDRO ADOLFO LUCERO ROSALES,CARLOS REN OSORIO PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3017,01-05-0053-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,"KILOMETRO CALLE REAL ZONA 0, ALDEA LOS MIXCOS",42545421,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALS DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3018,01-05-0054-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,"KILOMETRO 33 CALLE REAL ZONA 0, ALDEA LOS MIXCOS",42545421,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL LCID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3019,01-05-0055-46,01-642,GUATEMALA,PALENCIA,COLEGIO MONTE REY,"3A. AVENIDA A 0-89, CANTON AGUA TIBIA",40505062,JOSE ROBERTO ESTRADA RAMIREZ,RODOLFO AYALA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3020,01-05-0062-46,01-403,GUATEMALA,PALENCIA,"LICEO PREUNIVERSITARIO ""INTEGRAL GUATEMALTECO EMPRESARIAL""",SECTOR II LOTE 74 SANTA LUCIA LOS OCOTES APARTAMENTO B,59791931,CARLOS HUMBERTO GONZALEZ DE LEON,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3021,01-05-0063-46,01-106,GUATEMALA,PALENCIA,"LICEO PREUNIVERSITARIO ""INTEGRAL GUATEMALTECO EMPRESARIAL""","SECTOR II LOTE 74, SANTA LUCIA LOS OCOTES APARTAMENTO B",59791931,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3022,01-05-0071-46,01-642,GUATEMALA,PALENCIA,LICEO SAN FRANCISCO DE ASIS,"2DA. CALLE 2-45, PUEBLO NUEVO NORTE",30624815,JOSE ROBERTO ESTRADA RAMIREZ,MARIA RAFAELA MEJIA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3023,01-05-0078-46,01-107,GUATEMALA,PALENCIA,COLEGIO CAMPESTRE MARANATHA,COLEGIO CAMPESTRE MARANATHA,58793716,ISMAILIA ALVIZURIS COTTO,HECTOR SAUL JEREZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3024,01-05-0080-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL,"KM. 33 CALLE REAL, ZONA CERO",42545421,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3025,01-05-0086-46,01-107,GUATEMALA,PALENCIA,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,O AV. 0-06 AGUA TIBIA,49395955,ISMAILIA ALVIZURIS COTTO,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3026,01-05-0108-46,01-108,GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,"3ERA. CALLE 4-112, CANTON AGUA TIBIA",37278044,PEDRO ADOLFO LUCERO ROSALES,GRISELDA DEL CARMEN MORALES DEL CID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3027,01-05-0111-46,01-642,GUATEMALA,PALENCIA,COLEGIO NUEVA ERA,"5TA. CALLE 0-34 ZONA 0, ALDEA EL FISCAL",58650573,JOSE ROBERTO ESTRADA RAMIREZ,ODETT BETZABE HERNANDEZ MORAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3028,01-05-0116-46,01-111,GUATEMALA,PALENCIA,LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,"0 AVENIDA 0-06, CANTON AGUA TIBIA",54799478,ROSA ALBA LOPEZ PIRIR,MARIA ELVIA DEL ROSARIO MORALES OLIVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3029,01-05-2393-46,,GUATEMALA,PALENCIA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'DR. FRANCISCO ESCOBAR PEREZ',PALENCIA,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3030,01-05-6543-46,01-,GUATEMALA,PALENCIA,LICEO SAN FRANCISCO DE ASIS,"PUEBLO NUEVO NORTE, 2DA. CALLE 2-45",,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3031,01-05-8549-46,01-108,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3032,01-05-8550-46,01-108,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,THELMA CONSUELO PEREZ HERNANDEZ DE ESPINOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3033,01-05-8604-46,01-108,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3034,01-05-8606-46,01-108,GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA,51604540,PEDRO ADOLFO LUCERO ROSALES,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3035,01-05-9773-46,01-107,GUATEMALA,PALENCIA,LICEO AMERICANO 'EINSTEIN',"CALLE PRINCIPAL, LOTE 4 KILOMETRO 19.9, EL FISCAL",22580550,ISMAILIA ALVIZURIS COTTO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3036,01-05-9775-46,01-108,GUATEMALA,PALENCIA,LICEO AMERICANO 'EINSTEIN',"CALLE PRINCIPAL, LOTE 4 KILOMETRO 19.9, EL FISCAL",22580550,PEDRO ADOLFO LUCERO ROSALES,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3037,01-06-0008-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JULIAN,COLONIA SAN JULIAN,22865087,CESAR AUGUSTO ORTIZ HERNANDEZ,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3038,01-06-0009-46,01-103,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA EDGAR ARNOLDO MEDRANO MENENDEZ,"SECTOR 43, LOTE 0, TIERRA NUEVA I",24837931,YERALDY ETELVINA DIAZ DE LEON DE CASTANEDA,CESAR EMANUEL MOLINA SEP,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3039,01-06-0010-46,01-643,GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DOCTOR DANILO FLORES,"ALDEA LA LAGUNETA, CARRETERA A SAN PEDRO AYAMPUC",43650624,CESAR AUGUSTO ORTIZ HERNANDEZ,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
3040,01-06-0017-46,01-407,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH,22868034,CARLOS HUMBERTO GONZALEZ DE LEON,MIRIAM ESTELA GONZALEZ CASTILLO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3041,01-06-0020-46,01-407,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH,22868034,CARLOS HUMBERTO GONZALEZ DE LEON,MIRIAM ESTELA GONZALEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,
3042,01-06-0029-46,01-643,GUATEMALA,CHINAUTLA,LICEO MIXTO CRISTIANO REMANENTE ESCOGIDO,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH,42176420,CESAR AUGUSTO ORTIZ HERNANDEZ,MIRIAM ESTELA GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,
